,city_id,city_name,hotel_id,hotel_name,hotel_url,hotel_score,hotel_text,lattitude,longitude
24,2,Bayeux,4,Hôtel De Brunville et La Table du Grand Luxembourg,https://www.booking.com//hotel/fr/hoteldebrunville.fr.html?sid=1b2c94ad32212e1c99ff9e17c3d0ab35,7.8,"
Situé à seulement 400 mètres de la cathédrale de Bayeux, l'Hôtel De Brunville et La Table du Grand Luxembourg propose un restaurant doté d'une cour avec jardin, au cœur de la ville médiévale. 
Le côté central, la proximité de cafés et restaurants pizzerias crêperies
",49.27815769,-0.70351392
25,2,Bayeux,5,Hotel Reine Mathilde,https://www.booking.com//hotel/fr/reine-mathilde-bayeux.fr.html?sid=1b2c94ad32212e1c99ff9e17c3d0ab35,8.7,"
L'hôtel Reine Mathilde se situe dans le quartier médiéval de Bayeux, à seulement 300 mètres du musée de la Tapisserie. 
The room was adorable, clean and had a delightful view of a small river overlooking bridges and medieval architecture. The location was ideal, right in the center of town with a charming ambiance and super convenient to walking around town. We loved the small terrace restaurant adjoining the hotel for drinks in the sunny afternoon and the small river and bridges surrounding the hotel were just beautiful. Excellent view of the cathedral and 5 minutes walk to the Bayeux Tapestry! Parking was also very convenient. I couldn't have asked for a better weekend hotel!
",49.27603159,-0.70172489
26,2,Bayeux,6,Grand Hôtel du Luxembourg et La Table du Grand Luxembourg,https://www.booking.com//hotel/fr/hotelduluxembourg.fr.html?sid=1b2c94ad32212e1c99ff9e17c3d0ab35,7.8,"
Idéalement situé dans le centre de Bayeux, près du musée de la Tapisserie de Bayeux, l'Grand Hôtel du Luxembourg et La Table du Grand Luxembourg occupe une demeure de caractère datant du XVIIe siècle...
The staff were lovely, the secure parking was very useful, the breakfast was good.  It looks as if the outside pool was great and must have been heated as people were in at 10pm - I wish I’d had my swimmers!
",49.27842191,-0.70329666
27,2,Bayeux,7,Hotel Le Lion D'Or et Restaurant La Table Du Lion,https://www.booking.com//hotel/fr/le-lion-d-or-bayeux.fr.html?sid=1b2c94ad32212e1c99ff9e17c3d0ab35,8.6,"
Occupant un ancien bureau de poste du XVIIIe siècle, l'Hotel Le Lion D'Or et Restaurant La Table Du Lion est désormais un établissement charmant situé dans l'un des plus anciens quartiers de Bayeux. 
Service incroyable, personnel sympa et avenant ! Restaurant excellent, magnifique rapport qualité prix. 
Mon épouse a eu droit à une surprise au restaurant pour son anniversaire et notre chien une couche anti-stress plus qu’efficace !
",49.27627832,-0.69836944
28,2,Bayeux,8,Hôtel Le Bayeux,https://www.booking.com//hotel/fr/le-bayeux.fr.html?sid=1b2c94ad32212e1c99ff9e17c3d0ab35,8.2,"
Situé dans le centre historique de Bayeux, en Basse-Normandie, l'Hôtel Le Bayeux propose des hébergements dotés d'une salle de bains privative et d'une connexion Wi-Fi gratuite. 
L’hôtel Le Bayeux est très bien situé.
Nous avons été accueillis chaleureusement.
Équipement de la chambre et petit déjeuner-buffet impeccables.
",49.27415914,-0.70450634
29,2,Bayeux,9,La Maison de Mathilde,https://www.booking.com//hotel/fr/la-maison-de-mathilde.fr.html?sid=1b2c94ad32212e1c99ff9e17c3d0ab35,9.0,"
La Maison de Mathilde vous accueille à Bayeux, à 100 mètres du musée Baron Gérard et à 200 mètres du musée de la Tapisserie de Bayeux. 
Chambres superbement décorées. Très vastes. Exceptionnel,
",49.27647468,-0.70247008
30,3,Le Havre,0,Nomad Hotel le Havre,https://www.booking.com//hotel/fr/nomad-le-havre.fr.html?sid=1e6770b4764fb0734d2705d9e9d1383e,8.6,"
Le Nomad Hotel Le Havre propose des chambres climatisées, dotées d'une connexion Wi-Fi gratuite et décorées dans un style moderne. 
everything was awesome, the facilities where provided, the innovative furniture and the location just 2 minutes walk from the train station and easy access to public trasportation.
",49.49331760,0.12530688
31,3,Le Havre,1,ibis Le Havre Centre,https://www.booking.com//hotel/fr/hotelibislehavre.fr.html?sid=1e6770b4764fb0734d2705d9e9d1383e,8.1,"
L'ibis Le Havre Centre est situé dans le centre-ville du Havre, à proximité de la gare SNCF, du port ferry et du centre du commerce international. Une connexion Wi-Fi gratuite est disponible. 
Personnel aux petits soins, chambres confortables, positionnement géographique idéal.
Mention spéciale pour le varié petit-déjeuner avec des œufs plein air, nous avons beaucoup apprécié !
",49.49164142,0.11876017
32,3,Le Havre,2,Holiday Inn Express - Le Havre Centre,https://www.booking.com//hotel/fr/campanile-le-havre-centre.fr.html?sid=1e6770b4764fb0734d2705d9e9d1383e,8.2,"
L’Holiday Inn Express - Le Havre Centre, situé dans le centre-ville du Havre et à 600 mètres de la gare SNCF, vous accueille pour un séjour professionnel et de loisirs. 
Tout était incroyablement bien organisé:
Petit déjeuner, nettoyage et la réservation surtout on a eut aucun soucis
",49.49823800,0.12883700
33,3,Le Havre,3,Ibis Budget Le Havre Les Docks,https://www.booking.com//hotel/fr/ibis-budget-le-havre-centre.fr.html?sid=1e6770b4764fb0734d2705d9e9d1383e,8.4,"
L'Ibis Budget Le Havre Les Docks est situé au Havre, à 4,4 km de la salle de spectacles Le Volcan. 
Friendly staff
Room very clean
Easy to find restaurants nearby (around 10 minutes by car)
Not too far from Etretat and Fécamp
",49.49424468,0.14285243
34,3,Le Havre,4,B&B Hotel LE HAVRE Centre Gare,https://www.booking.com//hotel/fr/b-b-le-havre-centre-gare.fr.html?sid=1e6770b4764fb0734d2705d9e9d1383e,7.4,"
Le B&B Hotel Le Havre Centre Gare est situé au Havre, à environ 2,2 km de la plage et de l'église Saint-Joseph. 
Accueil parfait, le personnel est à votre écoute et très sympathique, chambre spacieuse et très propre
",49.49304600,0.12416300
35,3,Le Havre,5,Premiere Classe Le Havre Centre,https://www.booking.com//hotel/fr/premiere-classe-le-havre-centre.fr.html?sid=1e6770b4764fb0734d2705d9e9d1383e,7.5,"
Situé au Havre, à proximité des autoroutes A13 et A29, le Premiere Classe Le Havre Centre propose gratuitement une connexion Wi-Fi dans l'ensemble des locaux et un parking privé. 
The ladies all took very good care of me and my son. I will return.
",49.49641693,0.15151234
36,3,Le Havre,6,Kyriad Le Havre Centre,https://www.booking.com//hotel/fr/kyriadlehavrecentre.fr.html?sid=1e6770b4764fb0734d2705d9e9d1383e,6.9,"
L'hôtel Kyriad Le Havre Centre est situé à proximité de la mer en Normandie. Il propose des chambres avec salle de bains privative, télévision par satellite et connexion Wi-Fi gratuite. 
Le petit monsieur à l accueil très sympathique, marrant, la chambre propre, agréable
",49.49308921,0.13096154
37,3,Le Havre,7,Hôtel Les Gens De Mer Le Havre by Popinns,https://www.booking.com//hotel/fr/les-gens-de-mer-le-havre.fr.html?sid=1e6770b4764fb0734d2705d9e9d1383e,6.5,"
Les Gens de Mer est situé en plein cœur du Havre, en face du marché central couvert et à proximité du Bassin de Commerce. Une connexion Wi-Fi est disponible gratuitement dans les parties communes. 
The hotel is very central. Staff friendly and hotel clean
",49.48991830,0.10338306
38,3,Le Havre,8,Eklo Hotels Le Havre,https://www.booking.com//hotel/fr/eklo-hotels-le-havre.fr.html?sid=1e6770b4764fb0734d2705d9e9d1383e,6.4,"
L’Eklo Hotels Le Havre est un établissement de style moderne situé au Havre. Il possède une réception ouverte 24h/24, une cuisine commune et une salle à manger. 
Si  vous aimez la vie  venez à eklo le Havre
",49.51986371,0.11632614
39,3,Le Havre,9,Mercure Le Havre Centre Bassin Du Commerce,https://www.booking.com//hotel/fr/mercure-bassin-du-commerce.fr.html?sid=1e6770b4764fb0734d2705d9e9d1383e,7.6,"
Le Mercure Le Havre Centre Bassin Du Commerce se trouve dans le centre-ville du Havre, en face du Bassin du Commerce et à proximité du port ferry. 
Très bien situé en plein centre mais calme. Accueil courtois, service impeccable à table (demi-pension de qualité). Petit-déjeuner exceptionnel avec des produits du terroir. Chambre et salle de bains spacieuses, literie confortable, plateau de courtoisie, télé grand écran pour les amateurs. Le rapport qualité/prix pour la soirée étape est vraiment remarquable.
",49.49033645,0.11681288
40,4,Rouen,0,Kyriad Rouen Centre,https://www.booking.com//hotel/fr/rouencentre.fr.html?sid=44273d3e734938cbcccf742ef82fadc4,6.9,"
Situé à seulement 500 mètres de la gare de Rouen-Orléans, le Kyriad Rouen Centre se trouve à 15 minutes à pied de la cathédrale de Rouen et à 2 km du palais des sports. 
City centre. Good  price  . Excellent
",49.44158357,1.08144455
41,4,Rouen,1,Campanile Rouen Mermoz,https://www.booking.com//hotel/fr/campanile-rouen-mermoz.fr.html?sid=44273d3e734938cbcccf742ef82fadc4,8.2,"
Doté d’un restaurant, d’un bar, d’un salon commun et d’un parking privé, le Campanile Rouen Mermoz vous accueille à Rouen, à 2,4 km du palais des sports Kindarena. 
Tout est parfait: accueil, personnels,  chambre très propre, très calme.
",49.43443341,1.07183611
42,4,Rouen,2,Astrid,https://www.booking.com//hotel/fr/hotelastrid_rouen.fr.html?sid=44273d3e734938cbcccf742ef82fadc4,6.7,"
Cet hôtel moderne est situé en face de la gare de Rouen, dans une longue rue regorgeant de boutiques et menant au centre-ville. 
Nice location. Very good value for money. Comfortable for few days in Rouen. Triple room was even bigger than can be expected for economic class hotel and has big bathroom. Despite central location neighborhood was very calm and quiet.
",49.44830636,1.09381422
43,4,Rouen,3,ibis Rouen Centre Champ de Mars,https://www.booking.com//hotel/fr/ibis-rouen-champ-de-mars.fr.html?sid=44273d3e734938cbcccf742ef82fadc4,8.2,"
L'hôtel ibis Rouen Champ de Mars est situé à seulement 10 minutes à pied du centre de Rouen et à 15 minutes de marche de la cathédrale. Il propose une réception ouverte 24h/24, un sauna et un hammam. 
La propreté
Le petit déjeuner 
La proximité du centre
",49.43572312,1.10273123
44,4,Rouen,4,Best Western Plus Hotel Litteraire Gustave Flaubert,https://www.booking.com//hotel/fr/hotellitterairegustaveflaubert.fr.html?sid=44273d3e734938cbcccf742ef82fadc4,8.6,"
Situé dans le centre historique de Rouen, à 3 km du Kindarena, le Best Western Plus Hotel Litteraire Gustave Flaubert propose des hébergements à la décoration inspirée par l’œuvre littéraire de...
L'emplacement à quelques minutes de la cathédrale.
Le confort des chambres et le petit déjeuné de qualité.
",49.44306423,1.08660311
45,4,Rouen,5,Brit Hotel Confort Rouen Centre,https://www.booking.com//hotel/fr/le-relais-des-2-rivieres.fr.html?sid=44273d3e734938cbcccf742ef82fadc4,7.5,"
Le Brit Hotel Confort Rouen Centre se situe dans le centre de Rouen, à proximité de la faculté de médecine et à 4 km de la salle omnisports Le Kindarena. 
Excellent location, clean rooms, friendly staff & reasonable rates. Great breakfast
",49.43869536,1.10920340
46,4,Rouen,6,Mercure Rouen Centre Cathédrale,https://www.booking.com//hotel/fr/mercure-rouen-centre.fr.html?sid=44273d3e734938cbcccf742ef82fadc4,8.2,"
Le Mercure Rouen Centre Cathédrale propose des chambres climatisées dotées d'une télévision par satellite, d'une connexion Wi-Fi gratuite et d'une salle de bains privative dans le centre de Rouen, à...
Great location. Clean. On site parking
",49.44117285,1.09517545
47,4,Rouen,7,Comfort Hotel Rouen Alba,https://www.booking.com//hotel/fr/albarouen.fr.html?sid=44273d3e734938cbcccf742ef82fadc4,7.2,"
Situé à 5 minutes à pied de la vieille ville historique de Rouen et à 3 km du palais des sports Kindarena, le Comfort Hotel Rouen Alba propose des chambres avec une connexion Wi-Fi gratuite et un...
À côté de la cathédrale de Rouen.bon rapport qualité-prix. Confortable et très propre.
",49.43844769,1.09431311
48,4,Rouen,8,"Holiday Inn Express - Rouen Centre - Rive Gauche, an IHG Hotel",https://www.booking.com//hotel/fr/holiday-inn-express-rouen-centre-rive-gauche.fr.html?sid=44273d3e734938cbcccf742ef82fadc4,8.5,"
Situé à Rouen, à 3,1 km de la cathédrale Notre-Dame, l'Holiday Inn Express - Rouen Centre - Rive Gauche, an IHG Hotel propose un restaurant, un parking privé, un bar et un salon commun. 
The hotel is very clean, staff is friendly, bed is very comfortable, good breakfast.
",49.42998800,1.07239800
49,4,Rouen,9,Hôtel De La Cathédrale,https://www.booking.com//hotel/fr/de-la-cathedrale.fr.html?sid=44273d3e734938cbcccf742ef82fadc4,7.9,"
Arborant une façade à colombages datant du XVIIe siècle, l'Hôtel De La Cathédrale est situé à seulement 50 mètres de la cathédrale de Rouen, en plein cœur du centre historique de la ville. 
Outstanding location, outstanding property, outstanding breakfast buffet
",49.44011681,1.09693363
50,5,Paris,0,ibis Styles Paris Bercy,https://www.booking.com//hotel/fr/mercure-paris-bercy.fr.html?sid=2b6c7769013afbfa3f9b680040ce6d0f,7.7,"
L'hôtel ibis Styles Paris Bercy est situé en face de l'Accor Hôtels Arena, à 200 mètres de l'arrêt de métro Bercy et à 500 mètres de la Gare de Lyon. La connexion Wi-Fi est gratuite. 
Tout était nickel la chambre le confort du lit la température. Le petit déjeuner.
",48.83841913,2.38109350
51,5,Paris,1,Hotel Concorde Montparnasse,https://www.booking.com//hotel/fr/hotelparismontparn.fr.html?sid=2b6c7769013afbfa3f9b680040ce6d0f,7.9,"
L'Hôtel Concorde Montparnasse se situe sur la rive gauche à Paris, dans le quartier de Montparnasse, à 20 minutes de route du stade Parc des Princes. 
- Good location...
- 100 meters to airports buses (C/D and Orly).
- Few meters to buses in many directions.
- Good hospitality.
- easy checking (in/out).
",48.83765251,2.31828555
52,5,Paris,2,Campanile Hotel Paris Bercy Village,https://www.booking.com//hotel/fr/parisbercyvillage.fr.html?sid=2b6c7769013afbfa3f9b680040ce6d0f,7.9,"
Cet hôtel Campanile moderne vous accueille à Paris, dans le quartier de Bercy, à seulement 2 minutes des boutiques, restaurants et cinémas de Bercy Village. 
Great location, facilities very good and very close to the metro station and Court Sant Emilion
",48.83512358,2.38760747
53,5,Paris,3,citizenM Paris Gare de Lyon,https://www.booking.com//hotel/fr/citizenm-paris-gare-de-lyon.fr.html?sid=2b6c7769013afbfa3f9b680040ce6d0f,8.6,"
Offrant une vue sur la Seine, le citizenM Paris Gare de Lyon propose des hébergements dans le 12ème arrondissement de Paris, à proximité de la gare de Lyon. 
Hôtel très propre. Personnel accueillant et très professionnel. Très bon rapport qualité/prix.
",48.84372622,2.37172722
54,5,Paris,4,B&B Hôtel Paris Porte des Lilas,https://www.booking.com//hotel/fr/b-amp-b-porte-des-lilas.fr.html?sid=2b6c7769013afbfa3f9b680040ce6d0f,7.8,"
Situé dans le 19ème arrondissement de Paris, le B&B Hôtel Porte des Lilas possède une réception ouverte 24h/24, une bagagerie et une terrasse. 
Cost and cleanliness, quick checkin and friendly staffs. Few meters from metro station.
",48.87818770,2.40930320
55,5,Paris,5,hotelF1 Paris Porte de Châtillon,https://www.booking.com//hotel/fr/hotelf1-paris-porte-de-chatillon-paris.fr.html?sid=2b6c7769013afbfa3f9b680040ce6d0f,7.4,"
Situé dans le 14ème arrondissement de Paris, à 4 km du jardin du Luxembourg, l'hotelF1 Paris Porte de Châtillon propose une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. 
Le rapport qualité prix est excellent! Le personnel très agréable et nous avons apprécié l’ambiance qui fait que nous nous sommes sentie très à l’aise
",48.82234006,2.31634179
56,5,Paris,6,B&B Hôtel Paris 17 Batignolles,https://www.booking.com//hotel/fr/parisboulevardberthier.fr.html?sid=2b6c7769013afbfa3f9b680040ce6d0f,8.2,"
Le B&B Hôtel Paris 17 Batignolles est situé dans le nord-ouest de Paris, à seulement 50 mètres de la station de métro ainsi que de RER Porte de Clichy. 
Proximité station de métro
",48.89431407,2.31234401
57,5,Paris,7,Motel One Paris-Porte Dorée,https://www.booking.com//hotel/fr/motel-one-paris-porte-doree.fr.html?sid=2b6c7769013afbfa3f9b680040ce6d0f,8.9,"
Situé à Paris, dans le 12ème arrondissement, le Motel One Paris-Porte Dorée dispose d'un bar et d'un jardin. 
The check in process was effortless and made even easier by the check-in staff. The room was very modern decorated and spacious especially per Parisian standards. I would definitely return here the next time I find myself in Paris,
",48.83494200,2.41024600
58,5,Paris,8,ibis Budget Paris La Villette 19ème,https://www.booking.com//hotel/fr/ibis-budget-paris-la-villette.fr.html?sid=2b6c7769013afbfa3f9b680040ce6d0f,7.3,"
L'ibis Budget Paris La Villette 19ème est situé à 2 minutes à pied du bassin de la Villette et à 2,1 km de la place de la République. 
It was very clean, the staff was kind and there are two subway stations to get to the popular places in Paris even though we decided to walk from Eiffel Tower to the hotel and is achievable to do it too.
They always clean our room and there is a Supermarket next to it.
",48.88466000,2.37670400
59,5,Paris,9,HotelF1 Paris Saint Ouen Marché Aux Puces Rénové,https://www.booking.com//hotel/fr/hotelf1-paris-porte-de-montmartre.fr.html?sid=2b6c7769013afbfa3f9b680040ce6d0f,6.6,"
Doté d'une connexion Wi-Fi gratuite dans l'ensemble de ses locaux, l'HotelF1 Le Paris Saint Ouen Marché Aux Puces Rénové propose des chambres avec une télévision à écran plat. 
La propreté, le confort et la sécurité.
",48.90110629,2.33284406
