,city_id,city_name,hotel_id,hotel_name,hotel_url,hotel_score,hotel_text,lattitude,longitude
11,34,La Rochelle,8,Maisons du Monde Hôtel & Suites - La Rochelle Vieux Port,https://www.booking.com//hotel/fr/inter-saint-jean-d-acre.fr.html?sid=44f1b01d684b1413dcc9573c9ec72523,8.4,"
L’établissement Maisons du Monde Hôtel & Suites - La Rochelle Vieux Port vous accueille dans la ville de La Rochelle, sur le vieux port. 
I simply cannot find anything wrong with this hotel. It is the nicest hotel I have ever stayed in. Thank you so much we totally enjoyed ourselves
",46.15619304,-1.15443483
12,34,La Rochelle,5,ibis Styles La Rochelle Centre,https://www.booking.com//hotel/fr/ibis-la-rochelle-centre.fr.html?sid=44f1b01d684b1413dcc9573c9ec72523,8.3,"
L'ibis Styles La Rochelle Centre est situé au cœur de La Rochelle, à 300 mètres de la plage de la Concurrence. 
Location = Perfect
Reception staff very helpful
",46.1580159,-1.15397182
13,34,La Rochelle,6,ibis La Rochelle Vieux Port,https://www.booking.com//hotel/fr/ibis-la-rochelle-vieux-port.fr.html?sid=44f1b01d684b1413dcc9573c9ec72523,8.2,"
Situé dans le quartier du Vieux-Port, dans le centre-ville, l'ibis La Rochelle Vieux Port propose une connexion Wi-Fi gratuite dans l'ensemble des locaux, un bar, ainsi que des chambres adaptées aux...
Brilliant location. The staff were extremely pleasant and polite. The fella who was on the reception when we were checking in recommended a fabulous restaurant. 
Beds were really comfortable.
",46.1558294,-1.148558
14,34,La Rochelle,1,Hôtel Kyriad La Rochelle Centre Ville,https://www.booking.com//hotel/fr/kyriad-la-rochelle-centre.fr.html?sid=44f1b01d684b1413dcc9573c9ec72523,8.1,"
Affichant une décoration moderne, l'Hôtel Kyriad La Rochelle Centre Ville est situé à seulement 1 km du vieux port et de la gare de La Rochelle. 
Chambre confortable, spacieux et bien insonorisées. Pret du vieux port 15 minutes de marche.
Proche des commerces.
",46.15779643,-1.13840461
15,32,Biarritz,2,Hôtel Le Windsor Biarritz,https://www.booking.com//hotel/fr/inter-windsor.fr.html?sid=c430c23875366e3afc084745af11f4c7,8.5,"
Entièrement rénové en 2021 et respectueux de l’environnement, l'Hôtel Le Windsor Biarritz est installé côté plage, au cœur de Biarritz. 
The hotel staff was EXCELLENT. The breakfast was very good.  My only concern was lack of internet in my room.  I had to attend other spaces for coverage which was a disappointment.  The staff could not have been more accommodating and kind.
",43.48437426,-1.55863568
16,32,Biarritz,7,Hôtel Cosmopolitain,https://www.booking.com//hotel/fr/palacito.fr.html?sid=c430c23875366e3afc084745af11f4c7,8.4,"
L'Hôtel Cosmopolitain est un établissement 3 étoiles qui vous propose des hébergements et des parties communes à la décoration élégante dans le centre de Biarritz, à seulement 200 mètres de la plage...
everything...location, clean room, lovely bathroom and the very nice lady at the reception.
",43.482179,-1.56183958
17,32,Biarritz,3,Best Western Kemaris,https://www.booking.com//hotel/fr/best-western-kemaris.fr.html?sid=c430c23875366e3afc084745af11f4c7,8.3,"
Alliant un environnement animé, de nombreux équipements et une ambiance chaleureuse, l'hôtel Best Western Kemaris présente une architecture typique du Pays basque. 
The whole hotel felt so fresh and clean and even smelled lovely. Great decor and comfortable rooms with good facilities. Staff were very friendly and helpful too!
",43.4765027,-1.56245649
18,32,Biarritz,6,Best Western Plus Hôtel Littéraire Jules Verne,https://www.booking.com//hotel/fr/karitza-biarritz.fr.html?sid=c430c23875366e3afc084745af11f4c7,8.3,"
Cet hôtel vous accueille dans le centre de Biarritz, à proximité du Palais des Festivals, du casino et des plages locales. Il met à votre disposition une piscine extérieure chauffée. 
Le personnel, la chambre, la piscine... tout
",43.47853954,-1.5553996
19,32,Biarritz,9,Mercure Président Biarritz Plage,https://www.booking.com//hotel/fr/mercure-le-president-biarritz-centre.fr.html?sid=c430c23875366e3afc084745af11f4c7,8.2,"
Situé dans le centre de Biarritz, le Mercure Le Président Biarritz Centre est un bel exemple d'architecture contemporaine. Il propose des chambres avec vue sur la mer et connexion Wi-Fi gratuite. 
The location is perfect. Just in the middle of the town.  3 min walk from the sea.
",43.4818647,-1.55975819
20,1,St Malo,9,Golden Tulip Saint Malo– Le Grand Bé,https://www.booking.com//hotel/fr/golden-tulip-saint-malo.fr.html?sid=19040e06c47be84d328007182d11f800,9.0,"
Le Golden Tulip Saint Malo– Le Grand Bé est situé au sein des remparts de Saint-Malo, à 5 minutes à pied du port. 
Amazing hotel! Beautifully decorated! Friendly and professional staff! The suite was very nice and spacious. Loved the terrace with the fat boy pillows to relax
",48.64956907,-2.02686496
21,1,St Malo,1,Kyriad Prestige Saint-Malo,https://www.booking.com//hotel/fr/kyriad-prestige-saint-malo-xml.fr.html?sid=19040e06c47be84d328007182d11f800,8.6,"
Situé à Saint-Malo, le Kyriad Prestige Saint-Malo se trouve à 10 km de Dinard et à 13 km de Cancale. Il possède une connexion Wi-Fi gratuite, une piscine intérieure et une salle de sport. 
Easy to find , ample free parking , friendly staff.
",48.6360992,-1.98920667
22,1,St Malo,7,Oceania Saint Malo,https://www.booking.com//hotel/fr/oceaniasaintmalo.fr.html?sid=19040e06c47be84d328007182d11f800,8.5,"
Donnant sur la mer, l'Oceania Saint Malo se situe sur la Chaussée du Sillon, en face de la plage du même nom et à 450 mètres du port de plaisance de Saint-Malo. 
Hôtel récent situé au bord de l’eau avec une vue à couper le souffle proche des magasins et restaurants.
La prochaine que je reviendrai à Saint-Malo je retournerai dans cet hôtel
",48.65175689,-2.01843202
23,1,St Malo,6,Escale Oceania Saint Malo,https://www.booking.com//hotel/fr/mascottesaintmalo.fr.html?sid=19040e06c47be84d328007182d11f800,8.2,"
L'Escale Oceania Saint Malo se trouve sur le front de mer, en face de la plage du Sillon, à 14 minutes de marche de la gare de Saint-Malo. 
Super nice location! there is no need to stay in the center of Saint Malo, this hotel has a great location and you can reach center within few minutes. Very close to the beach. Free Parking mia availabe on the street ( during summer can be hard but possible). Great place for morning runners! 
Rooms super clean and they use Rituals´s cosmetics in each room. Great stuff!
",48.65428009,-2.00883776
24,1,St Malo,2,Hotel De L'univers,https://www.booking.com//hotel/fr/de-l-univers.fr.html?sid=19040e06c47be84d328007182d11f800,8.1,"
L'Hotel De L'univers est installé dans la ville fortifiée de Saint-Malo, en Bretagne, à quelques pas du port ferry et de la gare. 
Personnel accueillant et souriant, bel hôtel, propreté impeccable, lit douillet et confortable, salles de petit-déjeuner superbes, situation géographique idéale
",48.65104101,-2.0237267
